[Gene ID],[Genomic Location (Transcript)],[Product Description],,Start_loc,Stop_loc,LOCUS,STRAND,H_exp,S_exp,CONTIG,Start_TE,Stop_TE,Type,Subtype
CIMG_13504,GG704915:213584..214305(+),hypothetical protein,GG704915,213584,214305,CIMG_13504,+,2.7942,16.8063,GG704915,216158,216265,DNA,TcMar
CIMG_13501,GG704915:183935..184243(+),hypothetical protein,GG704915,183335,184607,CIMG_13501,+,8.4295,5.193,GG704915,180275,180394,DNA,TcMar
CIMG_13499,GG704915:164426..165289(+),hypothetical protein,GG704915,164426,165289,CIMG_13499,+,0,0,GG704915,161225,171774,LTR,Gypsy
CIMG_13497,GG704915:134386..134802(-),hypothetical protein,GG704915,134386,134802,CIMG_13497,-,0.5114,12.6401,GG704915,134459,134843,LTR,Gypsy
CIMG_13495,GG704915:102346..102994(+),hypothetical protein,GG704915,102240,103714,CIMG_13495,+,26.3815,36.4904,GG704915,102113,102232,LTR,Copia
CIMG_13492,GG704915:66091..66387(+),hypothetical protein,GG704915,66091,66387,CIMG_13492,+,0,0.1055,GG704915,64907,67189,DNA,hAT
CIMG_13488,GG704915:38168..39107(+),hypothetical protein,GG704915,38168,39107,CIMG_13488,+,0.0404,0.1034,GG704915,33766,39583,DNA,hAT
CIMG_13487,GG704915:36945..37411(-),hypothetical protein,GG704915,36945,37411,CIMG_13487,-,0,0.9699,GG704915,33766,39583,DNA,hAT
CIMG_13486,GG704915:24082..24291(+),transcription termination factor 2,GG704915,24082,24291,CIMG_13486,+,0,0.1236,GG704915,19356,30059,DNA,TcMar
CIMG_13485,GG704915:15378..16346(+),hypothetical protein,GG704915,15378,16346,CIMG_13485,+,0,0,GG704915,15314,16899,DNA,TcMar
CIMG_13480,GG704914:3805902..3807026(-),ARS-binding protein 1,GG704914,3805902,3807026,CIMG_13480,-,0.1354,0.3692,GG704914,3805836,3807195,DNA,TcMar
CIMG_13472,GG704914:3594438..3595077(+),hypothetical protein,GG704914,3594438,3595077,CIMG_13472,+,0.3563,0.4555,GG704914,3591524,3591798,LTR,Gypsy
CIMG_13471,GG704914:3592698..3593810(+),hypothetical protein,GG704914,3592649,3593810,CIMG_13471,+,1.0174,0.7466,GG704914,3591524,3591798,LTR,Gypsy
CIMG_13469,GG704914:3447084..3448033(-),hypothetical protein,GG704914,3447084,3448033,CIMG_13469,-,0,0.3109,GG704914,3450822,3451446,DNA,TcMar
CIMG_13467,GG704914:3369037..3369576(+),hypothetical protein,GG704914,3369037,3369576,CIMG_13467,+,0,0.3176,GG704914,3367953,3372391,LTR,Ngaro
CIMG_13466,GG704914:3361078..3362071(-),hypothetical protein,GG704914,3360478,3362071,CIMG_13466,-,2.9718,8.428,GG704914,3357106,3357138,DNA,TcMar
CIMG_13455,GG704914:3006959..3007333(+),hypothetical protein,GG704914,3006959,3007333,CIMG_13455,+,0.3249,1.2463,GG704914,3006886,3007787,DNA,hAT
CIMG_13453,GG704914:2946108..2946797(-),hypothetical protein,GG704914,2946108,2946797,CIMG_13453,-,0,0.0551,GG704914,2943604,2954384,composite.8,0
CIMG_13452,GG704914:2917299..2917505(-),hypothetical protein,GG704914,2917299,2917505,CIMG_13452,-,0,0,GG704914,2910676,2918379,LTR,Gypsy
CIMG_13451,GG704914:2908469..2908902(+),hypothetical protein,GG704914,2908469,2908902,CIMG_13451,+,0.1612,0,GG704914,2908704,2910674,LTR,Gypsy
CIMG_13447,GG704914:2822670..2824379(-),MFS transporter,GG704914,2822670,2825356,CIMG_13447,-,0.2417,0.3433,GG704914,2825416,2825483,DNA,TcMar
CIMG_13440,GG704914:2673940..2674980(+),hypothetical protein,GG704914,2673676,2675721,CIMG_13440,+,21.8757,26.7392,GG704914,2674960,2675724,LTR,Copia
CIMG_13439,GG704914:2668042..2668649(-),hypothetical protein,GG704914,2668042,2668649,CIMG_13439,-,0.1904,2.2178,GG704914,2667954,2668134,DNA,TcMar
CIMG_13437,GG704914:2656761..2657813(-),hypothetical protein,GG704914,2656761,2658260,CIMG_13437,-,0.1433,0.1018,GG704914,2656839,2657302,LTR,Gypsy
CIMG_13436,GG704914:2655454..2656595(-),hypothetical protein,GG704914,2655454,2656595,CIMG_13436,-,0.1488,0.0317,GG704914,2656138,2656758,LTR,Gypsy
CIMG_13434,GG704914:2614808..2615422(+),hypothetical protein,GG704914,2614808,2615422,CIMG_13434,+,0,0.2747,GG704914,2612455,2612568,DNA,TcMar
CIMG_13433,GG704914:2613574..2614170(+),hypothetical protein,GG704914,2613574,2614170,CIMG_13433,+,0,0.4371,GG704914,2612455,2612568,DNA,TcMar
CIMG_13432,GG704914:2611017..2611322(-),hypothetical protein,GG704914,2611017,2611322,CIMG_13432,-,0,0,GG704914,2611243,2611425,DNA,MULE-MuDR
CIMG_13431,GG704914:2595319..2595961(-),hypothetical protein,GG704914,2595319,2595961,CIMG_13431,-,0,0,GG704914,2591446,2601928,DNA,TcMar
CIMG_13430,GG704914:2584540..2585142(-),hypothetical protein,GG704914,2584540,2585142,CIMG_13430,-,0,0.2964,GG704914,2582700,2588631,LTR,Gypsy
CIMG_13428,GG704914:2501039..2501956(-),hypothetical protein,GG704914,2501039,2501956,CIMG_13428,-,0,0.1466,GG704914,2502118,2509225,LTR,Gypsy
CIMG_13427,GG704914:2471509..2471661(-),hypothetical protein,GG704914,2471509,2471661,CIMG_13427,-,0,0,GG704914,2471534,2472513,LTR,Gypsy
CIMG_13426,GG704914:2470367..2470669(-),hypothetical protein,GG704914,2470367,2470669,CIMG_13426,-,0,0,GG704914,2468286,2471531,LTR,Gypsy
CIMG_13425,GG704914:2436086..2436612(-),hypothetical protein,GG704914,2436086,2436612,CIMG_13425,-,0.677,1.8464,GG704914,2435609,2441434,DNA,hAT
CIMG_13424,GG704914:2385010..2385246(+),hypothetical protein,GG704914,2385010,2385246,CIMG_13424,+,0,0.3286,GG704914,2383301,2387666,DNA,MULE-MuDR
CIMG_13393,GG704914:1604304..1604498(-),hypothetical protein,GG704914,1604304,1604498,CIMG_13393,-,0,0.3994,GG704914,1603086,1610261,DNA,hAT
CIMG_13392,GG704914:1593208..1593555(+),hypothetical protein,GG704914,1593208,1593555,CIMG_13392,+,0,0.5222,GG704914,1593303,1597275,LTR,Gypsy
CIMG_13391,GG704914:1589232..1590080(+),hypothetical protein,GG704914,1589232,1590080,CIMG_13391,+,0,0,GG704914,1580209,1590801,LTR,Gypsy
CIMG_13390,GG704914:1559396..1559713(-),hypothetical protein,GG704914,1559396,1559713,CIMG_13390,-,0,0.4082,GG704914,1559293,1562925,LTR,Gypsy
CIMG_13386,GG704914:1481431..1482156(+),hypothetical protein,GG704914,1481431,1482156,CIMG_13386,+,3.9364,5.5016,GG704914,1478153,1478319,LTR,Copia
CIMG_13380,GG704914:1129490..1129975(+),hypothetical protein,GG704914,1129476,1130344,CIMG_13380,+,0.5312,1.164,GG704914,1128526,1129196,LTR,Gypsy
CIMG_13379,GG704914:1127432..1127908(+),hypothetical protein,GG704914,1127414,1128424,CIMG_13379,+,7.7451,17.7723,GG704914,1128388,1128529,DNA,TcMar
CIMG_13378,GG704914:1125725..1127269(+),hypothetical protein,GG704914,1125725,1127269,CIMG_13378,+,0.1542,0.4693,GG704914,1125314,1125579,DNA,TcMar
CIMG_13353,GG704914:200531..201562(-),hypothetical protein,GG704914,200531,201562,CIMG_13353,-,0,0,GG704914,202541,202654,DNA,TcMar
CIMG_13352,GG704914:199489..200088(-),hypothetical protein,GG704914,199489,200088,CIMG_13352,-,0,0,GG704914,202541,202654,DNA,TcMar
CIMG_13351,GG704914:183121..183654(-),hypothetical protein,GG704914,183121,183654,CIMG_13351,-,0,0,GG704914,182482,184440,DNA,TcMar
CIMG_13350,GG704914:101658..101903(+),hypothetical protein,GG704914,101658,101903,CIMG_13350,+,0,0,GG704914,100932,106141,LTR,Gypsy
CIMG_13349,GG704914:95121..95763(+),hypothetical protein,GG704914,95121,95763,CIMG_13349,+,0,0,GG704914,94435,96374,DNA,TcMar
CIMG_13348,GG704914:83731..84128(+),hypothetical protein,GG704914,83731,84128,CIMG_13348,+,0.2604,0.2219,GG704914,79931,84584,DNA,MULE-MuDR
CIMG_13347,GG704914:53964..54495(+),hypothetical protein,GG704914,53635,54996,CIMG_13347,+,2.0571,2.4638,GG704914,53436,53818,DNA,TcMar
CIMG_13345,GG704913:4290138..4290575(+),hypothetical protein,GG704913,4290138,4290575,CIMG_13345,+,0,0.466,GG704913,4270889,4291141,DNA,hAT
CIMG_13344,GG704913:4288462..4289067(-),hypothetical protein,GG704913,4288462,4289067,CIMG_13344,-,0,1.0257,GG704913,4270889,4291141,DNA,hAT
CIMG_13343,GG704913:4272761..4272985(+),hypothetical protein,GG704913,4272761,4272985,CIMG_13343,+,0,0.3147,GG704913,4270889,4291141,DNA,hAT
CIMG_13342,GG704913:4270857..4271578(-),hypothetical protein,GG704913,4270857,4271578,CIMG_13342,-,0.1005,0,GG704913,4270889,4291141,DNA,hAT
CIMG_13341,GG704913:4268594..4269207(+),hypothetical protein,GG704913,4268594,4269207,CIMG_13341,+,0,0.1881,GG704913,4269616,4270290,DNA,hAT
CIMG_13340,GG704913:4266789..4267441(+),hypothetical protein,GG704913,4266789,4267441,CIMG_13340,+,0,0,GG704913,4264454,4264764,DNA,hAT
CIMG_13339,GG704913:4254830..4255084(+),hypothetical protein,GG704913,4254830,4255084,CIMG_13339,+,0,0.3091,GG704913,4253022,4260787,DNA,TcMar
CIMG_13336,GG704913:4132522..4132793(+),hypothetical protein,GG704913,4132395,4133239,CIMG_13336,+,0,5.593,GG704913,4131487,4138544,LTR,Gypsy
CIMG_13335,GG704913:4047550..4048074(+),hypothetical protein,GG704913,4047550,4048074,CIMG_13335,+,0,0.1442,GG704913,4047896,4048872,LINE,Tad1
CIMG_13333,GG704913:3938586..3939443(+),hypothetical protein,GG704913,3938586,3939443,CIMG_13333,+,1.1344,2.8543,GG704913,3935000,3938912,LTR,Copia
CIMG_13332,GG704913:3926433..3927254(+),hypothetical protein,GG704913,3926433,3927254,CIMG_13332,+,0,0,GG704913,3925191,3934997,LTR,Gypsy
CIMG_13331,GG704913:3902105..3902879(+),hypothetical protein,GG704913,3902105,3902879,CIMG_13331,+,0.0611,0.2085,GG704913,3901861,3904058,DNA,hAT
CIMG_13310,GG704913:3120221..3120568(-),hypothetical protein,GG704913,3120221,3120568,CIMG_13310,-,0.0875,0.2238,GG704913,3120256,3120872,DNA,hAT
CIMG_13307,GG704913:3088496..3089176(-),hypothetical protein,GG704913,3088496,3089176,CIMG_13307,-,0,0,GG704913,3089033,3089576,DNA,hAT
CIMG_13306,GG704913:3087136..3087435(-),hypothetical protein,GG704913,3087136,3087435,CIMG_13306,-,1.5827,3.1472,GG704913,3087872,3088290,LTR,Gypsy
CIMG_13304,GG704913:3072804..3073160(-),hypothetical protein,GG704913,3072804,3073160,CIMG_13304,-,0.0853,2.691,GG704913,3072851,3073456,DNA,hAT
CIMG_13303,GG704913:3067276..3067733(+),hypothetical protein,GG704913,3067276,3067733,CIMG_13303,+,0.155,0.3964,GG704913,3067602,3068275,DNA,hAT
CIMG_13302,GG704913:3053451..3054101(+),hypothetical protein,GG704913,3053451,3054101,CIMG_13302,+,0,0.1138,GG704913,3045265,3055894,LTR,Gypsy
CIMG_13279,GG704913:2602541..2603583(+),hypothetical protein,GG704913,2602541,2603583,CIMG_13279,+,0.1978,3.091,GG704913,2598676,2598764,DNA,TcMar
CIMG_13276,GG704913:2437156..2437632(+),hypothetical protein,GG704913,2437156,2437632,CIMG_13276,+,13.701,5.4706,GG704913,2428263,2433573,LTR,Copia
CIMG_13267,GG704913:2246851..2247498(-),hypothetical protein,GG704913,2246851,2247498,CIMG_13267,-,0.0741,0.8212,GG704913,2248482,2248551,LTR,Copia
CIMG_13252,GG704913:1927785..1928469(+),hypothetical protein,GG704913,1927746,1929021,CIMG_13252,+,0.1023,0.0654,GG704913,1923929,1924424,DNA,TcMar
CIMG_13251,GG704913:1923841..1924227(-),hypothetical protein,GG704913,1922943,1924229,CIMG_13251,-,0.8522,13.7189,GG704913,1923929,1924424,DNA,TcMar
CIMG_13247,GG704913:1854907..1856151(-),hypothetical protein,GG704913,1854907,1856151,CIMG_13247,-,0.0853,5.77,GG704913,1855756,1861218,LTR,Copia
CIMG_13245,GG704913:1819711..1820772(+),hypothetical protein,GG704913,1819711,1820772,CIMG_13245,+,0,0,GG704913,1819021,1823547,LTR,Gypsy
CIMG_13244,GG704913:1769882..1770235(+),hypothetical protein,GG704913,1769882,1770235,CIMG_13244,+,0,0.1466,GG704913,1769499,1776428,LTR,Gypsy
CIMG_13243,GG704913:1755809..1756129(+),hypothetical protein,GG704913,1755809,1756129,CIMG_13243,+,2.183,6.7946,GG704913,1757389,1757649,DNA,TcMar
CIMG_13240,GG704913:1678673..1679615(+),hypothetical protein,GG704913,1678673,1679615,CIMG_13240,+,0,0.079,GG704913,1674267,1680093,DNA,hAT
CIMG_13239,GG704913:1677449..1677779(-),hypothetical protein,GG704913,1677449,1677779,CIMG_13239,-,0,2.273,GG704913,1674267,1680093,DNA,hAT
CIMG_13238,GG704913:1676855..1677163(-),hypothetical protein,GG704913,1676855,1677163,CIMG_13238,-,0.0986,7.0584,GG704913,1674267,1680093,DNA,hAT
CIMG_13237,GG704913:1670098..1670955(-),hypothetical protein,GG704913,1670098,1670955,CIMG_13237,-,0,0.0537,GG704913,1669816,1669849,DNA,TcMar
CIMG_13236,GG704913:1666239..1666730(-),hypothetical protein,GG704913,1666239,1666730,CIMG_13236,-,0.0672,0.2865,GG704913,1668208,1668461,DNA,TcMar
CIMG_13233,GG704913:1586422..1587238(+),hypothetical protein,GG704913,1586422,1587238,CIMG_13233,+,0,3.0423,GG704913,1585696,1592821,LTR,Gypsy
CIMG_13232,GG704913:1576842..1577599(+),hypothetical protein,GG704913,1576842,1577599,CIMG_13232,+,0.0655,4.3554,GG704913,1567879,1576797,DNA,TcMar
CIMG_13231,GG704913:1570938..1572029(-),hypothetical protein,GG704913,1570938,1572029,CIMG_13231,-,0,3.4978,GG704913,1567879,1576797,DNA,TcMar
CIMG_13230,GG704913:1553948..1554321(+),hypothetical protein,GG704913,1553948,1554321,CIMG_13230,+,0,53.5788,GG704913,1551543,1552554,LTR,Copia
CIMG_13229,GG704913:1552243..1552648(+),hypothetical protein,GG704913,1552243,1552648,CIMG_13229,+,0,0.2382,GG704913,1551543,1552554,LTR,Copia
CIMG_13228,GG704913:1547209..1547986(+),hypothetical protein,GG704913,1547209,1547986,CIMG_13228,+,0,0,GG704913,1545236,1547244,DNA,hAT
CIMG_13227,GG704913:1535929..1536492(-),hypothetical protein,GG704913,1535929,1536492,CIMG_13227,-,0,1.202,GG704913,1536665,1537093,LTR,Gypsy
CIMG_13226,GG704913:1529868..1530317(+),hypothetical protein,GG704913,1529868,1530317,CIMG_13226,+,0,0,GG704913,1523165,1527162,LTR,Copia
CIMG_13225,GG704913:1528225..1529418(+),hypothetical protein,GG704913,1528225,1529418,CIMG_13225,+,0,0,GG704913,1523165,1527162,LTR,Copia
CIMG_13224,GG704913:1520645..1520854(-),hypothetical protein,GG704913,1520645,1520854,CIMG_13224,-,0,0.8655,GG704913,1517452,1523168,DNA,MULE-MuDR
CIMG_13220,GG704913:1477317..1477964(+),hypothetical protein,GG704913,1477308,1478889,CIMG_13220,+,0,0.2883,GG704913,1477083,1477187,LTR,Copia
CIMG_13219,GG704913:1466563..1467726(-),hypothetical protein,GG704913,1466563,1467726,CIMG_13219,-,0.1829,0.7017,GG704913,1466661,1471915,DNA,hAT
CIMG_13217,GG704913:1435400..1438163(-),hypothetical protein,GG704913,1435400,1438163,CIMG_13217,-,0,0.3575,GG704913,1432433,1434310,LTR,Copia
CIMG_13214,GG704913:1380780..1381463(+),hypothetical protein,GG704913,1380780,1381463,CIMG_13214,+,0.0757,15.7599,GG704913,1376622,1376683,DNA,TcMar
CIMG_13212,GG704913:1375491..1376024(+),hypothetical protein,GG704913,1375491,1376024,CIMG_13212,+,0,0,GG704913,1376018,1376672,DNA,TcMar
CIMG_13211,GG704913:1373134..1374073(+),hypothetical protein,GG704913,1373134,1374073,CIMG_13211,+,0.0781,1.731,GG704913,1368732,1374550,DNA,hAT
CIMG_13209,GG704913:1359588..1359848(+),hypothetical protein,GG704913,1359454,1360574,CIMG_13209,+,0.0271,0.3011,GG704913,1358403,1358701,DNA,TcMar
CIMG_13196,GG704913:1134729..1136678(-),hypothetical protein,GG704913,1134590,1136678,CIMG_13196,-,9.0222,25.6752,GG704913,1136713,1136906,LTR,Gypsy
CIMG_13192,GG704913:994157..996170(+),hypothetical protein,GG704913,994121,996170,CIMG_13192,+,1.393,1.0905,GG704913,993218,993282,DNA,TcMar
CIMG_13191,GG704913:993796..994029(+),hypothetical protein,GG704913,993508,994095,CIMG_13191,+,4.508,11.6578,GG704913,993218,993282,DNA,TcMar
CIMG_13189,GG704913:899292..899600(+),hypothetical protein,GG704913,899292,899600,CIMG_13189,+,0,0.252,GG704913,896357,902196,DNA,hAT
CIMG_13188,GG704913:896832..897358(-),hypothetical protein,GG704913,896832,897358,CIMG_13188,-,0,0,GG704913,896357,902196,DNA,hAT
CIMG_13187,GG704913:890186..891195(+),hypothetical protein,GG704913,890186,891195,CIMG_13187,+,0,0,GG704913,890080,896355,DNA,hAT
CIMG_13186,GG704913:867276..867848(-),hypothetical protein,GG704913,867276,867848,CIMG_13186,-,0,0,GG704913,864376,868583,LTR,Gypsy
CIMG_13185,GG704913:848276..848656(-),hypothetical protein,GG704913,848276,848656,CIMG_13185,-,0,0,GG704913,848004,851209,LTR,Gypsy
CIMG_13184,GG704913:846638..847417(+),hypothetical protein,GG704913,846638,847783,CIMG_13184,+,0,0,GG704913,845220,848006,LTR,Gypsy
CIMG_13177,GG704913:602885..603736(+),hypothetical protein,GG704913,602885,603736,CIMG_13177,+,0.3532,0.602,GG704913,603143,603285,DNA,CMC-EnSpm
CIMG_13172,GG704913:534537..535094(+),hypothetical protein,GG704913,534537,535094,CIMG_13172,+,0.4739,0.5193,GG704913,533963,534059,DNA,TcMar
CIMG_13162,GG704913:352930..353638(-),hypothetical protein,GG704913,352930,353638,CIMG_13162,-,0,0.0715,GG704913,353183,361366,LTR,Gypsy
CIMG_13159,GG704913:49461..49904(+),hypothetical protein,GG704913,48869,50003,CIMG_13159,+,11.5429,14.7555,GG704913,46535,46792,DNA,TcMar
CIMG_13153,GG704912:5251643..5252371(+),hypothetical protein,GG704912,5251643,5252371,CIMG_13153,+,0,0.2404,GG704912,5251035,5253257,DNA,hAT
CIMG_13152,GG704912:5249518..5250535(+),hypothetical protein,GG704912,5249518,5250535,CIMG_13152,+,0,0.0327,GG704912,5251035,5253257,DNA,hAT
CIMG_13151,GG704912:5241702..5243737(+),hypothetical protein,GG704912,5241702,5243737,CIMG_13151,+,0,0.0616,GG704912,5240461,5245416,DNA,TcMar
CIMG_13150,GG704912:5235429..5235912(+),hypothetical protein,GG704912,5235429,5235912,CIMG_13150,+,0,0,GG704912,5235839,5237200,DNA,TcMar
CIMG_13147,GG704912:5215222..5215956(+),transcription termination factor 2,GG704912,5215222,5215956,CIMG_13147,+,0,0.3091,GG704912,5213419,5216596,DNA,TcMar
CIMG_13146,GG704912:5213470..5213791(-),hypothetical protein,GG704912,5213470,5213791,CIMG_13146,-,0,0,GG704912,5213419,5216596,DNA,TcMar
CIMG_13144,GG704912:5188767..5189736(-),hypothetical protein,GG704912,5188767,5189736,CIMG_13144,-,0,0.5259,GG704912,5191523,5191734,LTR,Copia
CIMG_13140,GG704912:5158461..5158895(+),hypothetical protein,GG704912,5158461,5158895,CIMG_13140,+,0.07,0.8953,GG704912,5158883,5159349,DNA,hAT
CIMG_13139,GG704912:5157023..5157296(-),hypothetical protein,GG704912,5157023,5157296,CIMG_13139,-,0,0.3508,GG704912,5152496,5158836,DNA,hAT
CIMG_13138,GG704912:5147217..5147573(-),hypothetical protein,GG704912,5147217,5147573,CIMG_13138,-,0.0853,0.3636,GG704912,5147443,5158546,DNA,hAT
CIMG_13128,GG704912:4818488..4819037(-),hypothetical protein,GG704912,4818488,4819037,CIMG_13128,-,0,0,GG704912,4812923,4820000,LTR,Gypsy
CIMG_13127,GG704912:4806376..4807608(-),serine/threonine protein kinase,GG704912,4806138,4807608,CIMG_13127,-,30.0666,53.4129,GG704912,4808783,4809452,DNA,TcMar
CIMG_13125,GG704912:4658973..4659392(+),hypothetical protein,GG704912,4658973,4659392,CIMG_13125,+,0,0,GG704912,4650557,4661189,LTR,Gypsy
CIMG_13124,GG704912:4651850..4653028(+),hypothetical protein,GG704912,4651850,4653028,CIMG_13124,+,0,0.0402,GG704912,4650557,4661189,LTR,Gypsy
CIMG_13123,GG704912:4638753..4639271(+),hypothetical protein,GG704912,4638753,4639271,CIMG_13123,+,0,0,GG704912,4637236,4642457,DNA,hAT
CIMG_13116,GG704912:4448791..4450157(+),hypothetical protein,GG704912,4448791,4450157,CIMG_13116,+,0.4135,0.3133,GG704912,4448761,4449112,DNA,hAT
CIMG_13115,GG704912:4447395..4448284(+),hypothetical protein,GG704912,4447395,4448284,CIMG_13115,+,0.1508,0.257,GG704912,4442968,4448761,DNA,hAT
CIMG_13111,GG704912:4366700..4367017(-),hypothetical protein,GG704912,4366669,4367720,CIMG_13111,-,4.5084,27.1115,GG704912,4367638,4367726,DNA,TcMar
CIMG_13094,GG704912:3941752..3942694(-),hypothetical protein,GG704912,3941752,3942694,CIMG_13094,-,0,0,GG704912,3941280,3947108,DNA.1,0
CIMG_13093,GG704912:3907107..3907757(+),hypothetical protein,GG704912,3907107,3907757,CIMG_13093,+,0,0,GG704912,3898923,3909549,LTR,Gypsy
CIMG_13091,GG704912:3816809..3821350(+),hypothetical protein,GG704912,3816809,3821350,CIMG_13091,+,0.1351,0.243,GG704912,3814141,3816163,LTR,Copia
CIMG_13075,GG704912:3274250..3274574(-),hypothetical protein,GG704912,3273657,3274633,CIMG_13075,-,0.1755,1.376,GG704912,3275261,3275461,DNA,TcMar
CIMG_13067,GG704912:2961731..2962077(-),hypothetical protein,GG704912,2961731,2962077,CIMG_13067,-,0.0967,2.308,GG704912,2965111,2965171,DNA,TcMar
CIMG_13047,GG704912:2299037..2299357(-),hypothetical protein,GG704912,2297764,2299397,CIMG_13047,-,0.2787,7.8023,GG704912,2299674,2299791,LTR,Gypsy
CIMG_13046,GG704912:2291920..2292875(+),hypothetical protein,GG704912,2291920,2292875,CIMG_13046,+,0,0,GG704912,2280392,2291023,LTR,Gypsy
CIMG_13045,GG704912:2273891..2276155(+),ankyrin repeat-containing SOCS box protein 8,GG704912,2273891,2276155,CIMG_13045,+,1.6007,1.3756,GG704912,2276431,2276576,LTR,Gypsy
CIMG_13018,GG704912:1800630..1801397(-),hypothetical protein,GG704912,1800630,1801397,CIMG_13018,-,0.1586,1.5552,GG704912,1801572,1802206,DNA,TcMar
CIMG_13012,GG704912:1525379..1526420(+),ankyrin repeat protein,GG704912,1525274,1527227,CIMG_13012,+,59.0867,125.6364,GG704912,1524494,1524934,DNA,TcMar
CIMG_13005,GG704912:1350583..1351678(+),hypothetical protein,GG704912,1350583,1351678,CIMG_13005,+,2.3939,3.4001,GG704912,1347443,1348516,DNA,TcMar
CIMG_13004,GG704912:1252244..1253363(+),hypothetical protein,GG704912,1252244,1253363,CIMG_13004,+,0,0.0298,GG704912,1252279,1261048,LTR,Gypsy
CIMG_13003,GG704912:1251409..1251801(+),hypothetical protein,GG704912,1251409,1251801,CIMG_13003,+,0.155,0.8588,GG704912,1246447,1252277,DNA,hAT
CIMG_13002,GG704912:1249626..1249850(-),hypothetical protein,GG704912,1249626,1249850,CIMG_13002,-,0,0,GG704912,1246447,1252277,DNA,hAT
CIMG_13001,GG704912:1245279..1246223(+),hypothetical protein,GG704912,1245279,1246223,CIMG_13001,+,0,0,GG704912,1244506,1246447,LTR,Gypsy
CIMG_12998,GG704912:1085803..1086129(+),hypothetical protein,GG704912,1085035,1086698,CIMG_12998,+,0.4097,0.3317,GG704912,1084962,1086755,DNA,TcMar
CIMG_12997,GG704912:1035472..1036644(-),hypothetical protein,GG704912,1035472,1036644,CIMG_12997,-,0,0.1086,GG704912,1010958,1038033,DNA,hAT
CIMG_12996,GG704912:1026783..1027424(+),hypothetical protein,GG704912,1026783,1027424,CIMG_12996,+,0,0.1213,GG704912,1010958,1038033,DNA,hAT
CIMG_12995,GG704912:1024194..1024544(+),hypothetical protein,GG704912,1024194,1024544,CIMG_12995,+,0.1736,8.3591,GG704912,1010958,1038033,DNA,hAT
CIMG_12994,GG704912:1014631..1015196(-),hypothetical protein,GG704912,1014631,1015196,CIMG_12994,-,0,0,GG704912,1010958,1038033,DNA,hAT
CIMG_12993,GG704912:1004971..1005522(-),hypothetical protein,GG704912,1004835,1005547,CIMG_12993,-,7.5636,3.7873,GG704912,1010041,1010181,DNA,TcMar
CIMG_12991,GG704912:963473..963954(+),hypothetical protein,GG704912,963473,963954,CIMG_12991,+,0.1692,0.0721,GG704912,963454,963701,DNA,TcMar
CIMG_12990,GG704912:959061..961352(-),dynamin GTPase,GG704912,959061,961352,CIMG_12990,-,0.8113,0.9383,GG704912,962318,962617,DNA,TcMar
CIMG_12989,GG704912:957236..957831(-),hypothetical protein,GG704912,956306,957831,CIMG_12989,-,0.9218,2.6388,GG704912,951315,953313,DNA,TcMar
CIMG_12988,GG704912:952139..953030(-),hypothetical protein,GG704912,952139,953030,CIMG_12988,-,0.273,0.791,GG704912,951315,953313,DNA,TcMar
CIMG_12986,GG704912:937802..938205(-),hypothetical protein,GG704912,937802,938205,CIMG_12986,-,0.4669,1.2932,GG704912,937808,938323,DNA,TcMar
CIMG_12984,GG704912:889943..890998(+),hypothetical protein,GG704912,889943,890998,CIMG_12984,+,0,0,GG704912,889803,891752,LTR,Gypsy
CIMG_12983,GG704912:883434..884055(+),hypothetical protein,GG704912,883434,884055,CIMG_12983,+,0,0.9528,GG704912,882730,889801,LTR,Gypsy
CIMG_12982,GG704912:882239..882972(+),hypothetical protein,GG704912,882239,882972,CIMG_12982,+,0,0,GG704912,882730,889801,LTR,Gypsy
CIMG_12972,GG704912:622772..624628(+),glycosyl transferase,GG704912,622605,624628,CIMG_12972,+,21.224,28.1518,GG704912,627088,630081,LTR,Copia
CIMG_12971,GG704912:603083..604061(-),hypothetical protein,GG704912,603083,604061,CIMG_12971,-,0,0.0634,GG704912,602607,605035,DNA,hAT
CIMG_12970,GG704912:595908..596663(+),hypothetical protein,GG704912,595908,596663,CIMG_12970,+,0,0,GG704912,595907,597941,LTR,Gypsy
CIMG_12961,GG704912:416277..418725(+),hypothetical protein,GG704912,416277,418725,CIMG_12961,+,0.4475,0.44,GG704912,415491,415670,DNA,TcMar
CIMG_12956,GG704912:393844..395046(+),hypothetical protein,GG704912,393844,395046,CIMG_12956,+,0,0.0295,GG704912,396778,403704,LTR,Gypsy
CIMG_12955,GG704912:392571..393282(+),heat shock protein 70,GG704912,392571,393282,CIMG_12955,+,0,0.143,GG704912,391487,391599,DNA,TcMar
CIMG_12954,GG704912:391390..391875(-),hypothetical protein,GG704912,391390,391875,CIMG_12954,-,0,0,GG704912,391487,391599,DNA,TcMar
CIMG_12950,GG704912:363042..363639(-),hypothetical protein,GG704912,363042,363639,CIMG_12950,-,0,0,GG704912,363455,370520,DNA,TcMar
CIMG_12949,GG704912:357873..358747(-),hypothetical protein,GG704912,357873,358747,CIMG_12949,-,0.3173,0.631,GG704912,363306,363452,DNA,TcMar
CIMG_12945,GG704912:145705..146256(+),hypothetical protein,GG704912,145442,146610,CIMG_12945,+,8.2957,4.8074,GG704912,141964,142136,DNA,hAT
